###Seconds (since Midnight UTC) 	 Chan 0 rate 	 Error in Chan0 	 Chan 1 rate 	 Error in Chan1 	 Chan 2 rate 	 Error in Chan2 	 Chan 3 rate 	 Error in Chan3 	 Trigger rate	Error in Triggers 	 Raw BA output 	 Temp (DegC) 	 Bus Voltage 	 #GPS satellites in view 
62592	18.95681	0.25096	19.22259	0.25271	18.45515	0.24761	18.63123	0.24879	7.66777	0.15961	1035	14.4	3.31	08
62892	18.73667	0.24991	19.16667	0.25276	18.46333	0.24808	18.86667	0.25078	7.68667	0.16007	1035	14.5	3.286	07
63193	19.06312	0.25166	19.10299	0.25192	18.62126	0.24873	18.40199	0.24726	7.88040	0.16180	1035	14.3	3.31	05
63494	19.28904	0.25315	19.52824	0.25471	19.00000	0.25124	19.25249	0.25291	7.93688	0.16238	1035	14.1	3.3	05
63795	19.21595	0.25267	19.42193	0.25402	18.78405	0.24981	18.39203	0.24719	7.74086	0.16037	1035	14	3.305	06
64096	19.36545	0.25365	19.96013	0.25751	19.24252	0.25284	19.04319	0.25153	8.18272	0.16488	1035	13.9	3.31	06
64397	18.63455	0.24881	18.98339	0.25113	18.30565	0.24661	18.45515	0.24761	7.57807	0.15867	1035	13.9	3.31	05
64698	18.53488	0.24815	18.99003	0.25118	18.58472	0.24848	18.53156	0.24813	7.52824	0.15815	1035	14	3.31	06
64998	19.43333	0.25451	19.63667	0.25584	18.96667	0.25144	18.81667	0.25044	7.90000	0.16228	1035	14.2	3.3	08
65299	19.02326	0.25140	19.65449	0.25553	18.86379	0.25034	19.03322	0.25146	7.82392	0.16122	1035	14.3	3.31	07
65600	18.33555	0.24681	18.91362	0.25067	18.56146	0.24833	18.55150	0.24826	7.61130	0.15902	1035	14.4	3.305	08
65901	19.01329	0.25133	19.52492	0.25469	18.86047	0.25032	18.87708	0.25043	7.84053	0.16139	1035	14.5	3.31	08
66202	19.18272	0.25245	19.57143	0.25499	19.02990	0.25144	18.59801	0.24857	7.84385	0.16143	1035	14.3	3.31	07
66503	19.26578	0.25299	19.57807	0.25504	19.19934	0.25256	18.95349	0.25094	7.88704	0.16187	1035	14.1	3.31	09
66804	19.31229	0.25330	19.44186	0.25415	18.59468	0.24855	18.56811	0.24837	7.90698	0.16208	1035	14	3.31	08
67104	19.01667	0.25177	19.76000	0.25665	19.05000	0.25199	18.80000	0.25033	7.82667	0.16152	1035	14.1	3.305	07
67405	18.91030	0.25065	19.09967	0.25190	18.54485	0.24822	19.00997	0.25131	7.67110	0.15964	1035	13.9	3.305	07
67706	19.05980	0.25164	19.18605	0.25247	18.82060	0.25005	18.66445	0.24901	7.87375	0.16174	1035	13.7	3.305	07
68007	19.03322	0.25146	20.02990	0.25796	19.17608	0.25240	18.96346	0.25100	7.97010	0.16272	1035	13.7	3.31	07
68308	18.90365	0.25060	19.24585	0.25286	18.82392	0.25008	18.91694	0.25069	7.90365	0.16204	1035	13.7	3.31	06
68609	19.32890	0.25341	19.66445	0.25560	19.10963	0.25197	18.88372	0.25047	7.81395	0.16112	1036	13.8	3.31	06
68910	18.62791	0.24877	19.21262	0.25264	18.84053	0.25019	18.59136	0.24853	7.68771	0.15981	1035	14.1	3.31	08
69210	19.07667	0.25217	19.38000	0.25417	18.68000	0.24953	18.50333	0.24835	7.64000	0.15958	1036	14.4	3.31	06
69511	19.02326	0.25140	19.61462	0.25527	18.83389	0.25014	18.76412	0.24968	7.89369	0.16194	1036	14.5	3.31	07
69812	18.88704	0.25049	19.71761	0.25594	18.78405	0.24981	18.80399	0.24994	7.96013	0.16262	1036	14.5	3.31	08
70113	19.01993	0.25137	19.63123	0.25538	18.73754	0.24950	18.85382	0.25027	7.99003	0.16293	1036	14.8	3.305	06
70414	18.92359	0.25074	19.79070	0.25642	18.79070	0.24986	18.56146	0.24833	7.82060	0.16119	1036	14.5	3.31	07
70715	18.82724	0.25010	19.19269	0.25251	18.70100	0.24926	18.34219	0.24686	7.65781	0.15950	1036	14.2	3.31	08
